id_dtp,date_dtp,time_dtp,region_dtp,city_dtp,type_dtp,participant_dtp
5,2018-01-31,19:22,Магаданская область,Сусуман,8,18
6,2020-08-09,15:15,Волгоградская область,Дубовка,0,19
6,2020-08-09,15:15,Волгоградская область,Дубовка,4,19
6,2020-08-09,15:15,Волгоградская область,Дубовка,0,20
6,2020-08-09,15:15,Волгоградская область,Дубовка,4,20
6,2020-08-09,15:15,Волгоградская область,Дубовка,0,21
6,2020-08-09,15:15,Волгоградская область,Дубовка,4,21
6,2020-08-09,15:15,Волгоградская область,Дубовка,0,22
6,2020-08-09,15:15,Волгоградская область,Дубовка,4,22
6,2020-08-09,15:15,Волгоградская область,Дубовка,0,23
6,2020-08-09,15:15,Волгоградская область,Дубовка,4,23
7,2020-06-09,20:51,Удмуртская Республика,Ижевск,1,24
7,2020-06-09,20:51,Удмуртская Республика,Ижевск,1,25
7,2020-06-09,20:51,Удмуртская Республика,Ижевск,1,26
8,2019-05-29,10:17,Ярославская область,Любим,1,27
8,2019-05-29,10:17,Ярославская область,Любим,2,27
8,2019-05-29,10:17,Ярославская область,Любим,1,28
8,2019-05-29,10:17,Ярославская область,Любим,2,28
8,2019-05-29,10:17,Ярославская область,Любим,1,29
8,2019-05-29,10:17,Ярославская область,Любим,2,29
8,2019-05-29,10:17,Ярославская область,Любим,1,30
8,2019-05-29,10:17,Ярославская область,Любим,2,30
9,2019-02-12,05:00,Калининградская область,Зеленоградск,2,31
9,2019-02-12,05:00,Калининградская область,Зеленоградск,2,32
9,2019-02-12,05:00,Калининградская область,Зеленоградск,2,33
9,2019-02-12,05:00,Калининградская область,Зеленоградск,2,34
9,2019-02-12,05:00,Калининградская область,Зеленоградск,2,35
10,2019-08-21,21:27,Камчатский край,Елизово,5,36
10,2019-08-21,21:27,Камчатский край,Елизово,8,36
10,2019-08-21,21:27,Камчатский край,Елизово,0,36
10,2019-08-21,21:27,Камчатский край,Елизово,5,37
10,2019-08-21,21:27,Камчатский край,Елизово,8,37
10,2019-08-21,21:27,Камчатский край,Елизово,0,37
10,2019-08-21,21:27,Камчатский край,Елизово,5,38
10,2019-08-21,21:27,Камчатский край,Елизово,8,38
10,2019-08-21,21:27,Камчатский край,Елизово,0,38
12,2019-04-04,18:48,Калужская область,Малоярославец,9,44
12,2019-04-04,18:48,Калужская область,Малоярославец,5,44
12,2019-04-04,18:48,Калужская область,Малоярославец,9,45
12,2019-04-04,18:48,Калужская область,Малоярославец,5,45
14,2020-01-30,11:09,Белгородская область,Строитель,6,51
14,2020-01-30,11:09,Белгородская область,Строитель,0,51
14,2020-01-30,11:09,Белгородская область,Строитель,6,52
14,2020-01-30,11:09,Белгородская область,Строитель,0,52
14,2020-01-30,11:09,Белгородская область,Строитель,6,53
14,2020-01-30,11:09,Белгородская область,Строитель,0,53
16,2020-10-22,06:34,Ульяновская область,Новоульяновск,0,59
16,2020-10-22,06:34,Ульяновская область,Новоульяновск,1,59
16,2020-10-22,06:34,Ульяновская область,Новоульяновск,3,59
16,2020-10-22,06:34,Ульяновская область,Новоульяновск,0,60
16,2020-10-22,06:34,Ульяновская область,Новоульяновск,1,60
16,2020-10-22,06:34,Ульяновская область,Новоульяновск,3,60
17,2019-02-08,06:28,Республика Крым,Евпатория,1,61
17,2019-02-08,06:28,Республика Крым,Евпатория,6,61
17,2019-02-08,06:28,Республика Крым,Евпатория,1,62
17,2019-02-08,06:28,Республика Крым,Евпатория,6,62
18,2019-11-27,05:34,Курская область,Обоянь,2,63
18,2019-11-27,05:34,Курская область,Обоянь,5,63
18,2019-11-27,05:34,Курская область,Обоянь,6,63
18,2019-11-27,05:34,Курская область,Обоянь,2,64
18,2019-11-27,05:34,Курская область,Обоянь,5,64
18,2019-11-27,05:34,Курская область,Обоянь,6,64
18,2019-11-27,05:34,Курская область,Обоянь,2,65
18,2019-11-27,05:34,Курская область,Обоянь,5,65
18,2019-11-27,05:34,Курская область,Обоянь,6,65
18,2019-11-27,05:34,Курская область,Обоянь,2,66
18,2019-11-27,05:34,Курская область,Обоянь,5,66
18,2019-11-27,05:34,Курская область,Обоянь,6,66
18,2019-11-27,05:34,Курская область,Обоянь,2,67
18,2019-11-27,05:34,Курская область,Обоянь,5,67
18,2019-11-27,05:34,Курская область,Обоянь,6,67
19,2019-10-04,23:04,Московская область,Ивантеевка,6,68
19,2019-10-04,23:04,Московская область,Ивантеевка,8,68
19,2019-10-04,23:04,Московская область,Ивантеевка,6,69
19,2019-10-04,23:04,Московская область,Ивантеевка,8,69
19,2019-10-04,23:04,Московская область,Ивантеевка,6,70
19,2019-10-04,23:04,Московская область,Ивантеевка,8,70
19,2019-10-04,23:04,Московская область,Ивантеевка,6,71
19,2019-10-04,23:04,Московская область,Ивантеевка,8,71
21,2018-08-20,13:55,Тамбовская область,Тамбов,0,77
21,2018-08-20,13:55,Тамбовская область,Тамбов,7,77
21,2018-08-20,13:55,Тамбовская область,Тамбов,3,77
21,2018-08-20,13:55,Тамбовская область,Тамбов,0,78
21,2018-08-20,13:55,Тамбовская область,Тамбов,7,78
21,2018-08-20,13:55,Тамбовская область,Тамбов,3,78
21,2018-08-20,13:55,Тамбовская область,Тамбов,0,79
21,2018-08-20,13:55,Тамбовская область,Тамбов,7,79
21,2018-08-20,13:55,Тамбовская область,Тамбов,3,79
21,2018-08-20,13:55,Тамбовская область,Тамбов,0,80
21,2018-08-20,13:55,Тамбовская область,Тамбов,7,80
21,2018-08-20,13:55,Тамбовская область,Тамбов,3,80
22,2018-12-04,07:48,Кемеровская область,Салаир,1,81
22,2018-12-04,07:48,Кемеровская область,Салаир,7,81
22,2018-12-04,07:48,Кемеровская область,Салаир,3,81
22,2018-12-04,07:48,Кемеровская область,Салаир,1,82
22,2018-12-04,07:48,Кемеровская область,Салаир,7,82
22,2018-12-04,07:48,Кемеровская область,Салаир,3,82
22,2018-12-04,07:48,Кемеровская область,Салаир,1,83
22,2018-12-04,07:48,Кемеровская область,Салаир,7,83
22,2018-12-04,07:48,Кемеровская область,Салаир,3,83
22,2018-12-04,07:48,Кемеровская область,Салаир,1,84
22,2018-12-04,07:48,Кемеровская область,Салаир,7,84
22,2018-12-04,07:48,Кемеровская область,Салаир,3,84
23,2018-03-08,16:48,Владимирская область,Судогда,5,85
23,2018-03-08,16:48,Владимирская область,Судогда,3,85
23,2018-03-08,16:48,Владимирская область,Судогда,5,86
23,2018-03-08,16:48,Владимирская область,Судогда,3,86
23,2018-03-08,16:48,Владимирская область,Судогда,5,87
23,2018-03-08,16:48,Владимирская область,Судогда,3,87
23,2018-03-08,16:48,Владимирская область,Судогда,5,88
23,2018-03-08,16:48,Владимирская область,Судогда,3,88
23,2018-03-08,16:48,Владимирская область,Судогда,5,89
23,2018-03-08,16:48,Владимирская область,Судогда,3,89
24,2020-01-19,03:21,Мурманская область,Снежногорск,3,90
24,2020-01-19,03:21,Мурманская область,Снежногорск,4,90
24,2020-01-19,03:21,Мурманская область,Снежногорск,3,91
24,2020-01-19,03:21,Мурманская область,Снежногорск,4,91
24,2020-01-19,03:21,Мурманская область,Снежногорск,3,92
24,2020-01-19,03:21,Мурманская область,Снежногорск,4,92
24,2020-01-19,03:21,Мурманская область,Снежногорск,3,93
24,2020-01-19,03:21,Мурманская область,Снежногорск,4,93
24,2020-01-19,03:21,Мурманская область,Снежногорск,3,94
24,2020-01-19,03:21,Мурманская область,Снежногорск,4,94
27,2019-10-31,12:22,Смоленская область,Велиж,7,98
27,2019-10-31,12:22,Смоленская область,Велиж,0,98
27,2019-10-31,12:22,Смоленская область,Велиж,7,99
27,2019-10-31,12:22,Смоленская область,Велиж,0,99
27,2019-10-31,12:22,Смоленская область,Велиж,7,100
27,2019-10-31,12:22,Смоленская область,Велиж,0,100
27,2019-10-31,12:22,Смоленская область,Велиж,7,101
27,2019-10-31,12:22,Смоленская область,Велиж,0,101
28,2018-03-09,05:07,Забайкальский край,Краснокаменск,4,102
28,2018-03-09,05:07,Забайкальский край,Краснокаменск,7,102
28,2018-03-09,05:07,Забайкальский край,Краснокаменск,4,103
28,2018-03-09,05:07,Забайкальский край,Краснокаменск,7,103
28,2018-03-09,05:07,Забайкальский край,Краснокаменск,4,104
28,2018-03-09,05:07,Забайкальский край,Краснокаменск,7,104
28,2018-03-09,05:07,Забайкальский край,Краснокаменск,4,105
28,2018-03-09,05:07,Забайкальский край,Краснокаменск,7,105
30,2018-06-13,23:12,Хабаровский край,Советская Гавань,3,109
30,2018-06-13,23:12,Хабаровский край,Советская Гавань,5,109
30,2018-06-13,23:12,Хабаровский край,Советская Гавань,3,110
30,2018-06-13,23:12,Хабаровский край,Советская Гавань,5,110
30,2018-06-13,23:12,Хабаровский край,Советская Гавань,3,111
30,2018-06-13,23:12,Хабаровский край,Советская Гавань,5,111
30,2018-06-13,23:12,Хабаровский край,Советская Гавань,3,112
30,2018-06-13,23:12,Хабаровский край,Советская Гавань,5,112
32,2019-10-01,04:14,Республика Карелия,Пудож,4,114
32,2019-10-01,04:14,Республика Карелия,Пудож,9,114
32,2019-10-01,04:14,Республика Карелия,Пудож,4,115
32,2019-10-01,04:14,Республика Карелия,Пудож,9,115
32,2019-10-01,04:14,Республика Карелия,Пудож,4,116
32,2019-10-01,04:14,Республика Карелия,Пудож,9,116
32,2019-10-01,04:14,Республика Карелия,Пудож,4,117
32,2019-10-01,04:14,Республика Карелия,Пудож,9,117
34,2020-01-04,09:11,Республика Калмыкия,Лагань,4,123
34,2020-01-04,09:11,Республика Калмыкия,Лагань,4,124
34,2020-01-04,09:11,Республика Калмыкия,Лагань,4,125
34,2020-01-04,09:11,Республика Калмыкия,Лагань,4,126
38,2018-02-22,09:41,Московская область,Можайск,2,137
38,2018-02-22,09:41,Московская область,Можайск,7,137
38,2018-02-22,09:41,Московская область,Можайск,2,138
38,2018-02-22,09:41,Московская область,Можайск,7,138
38,2018-02-22,09:41,Московская область,Можайск,2,139
38,2018-02-22,09:41,Московская область,Можайск,7,139
38,2018-02-22,09:41,Московская область,Можайск,2,140
38,2018-02-22,09:41,Московская область,Можайск,7,140
39,2019-04-18,09:46,Тверская область,Кимры,0,141
39,2019-04-18,09:46,Тверская область,Кимры,7,141
39,2019-04-18,09:46,Тверская область,Кимры,8,141
39,2019-04-18,09:46,Тверская область,Кимры,0,142
39,2019-04-18,09:46,Тверская область,Кимры,7,142
39,2019-04-18,09:46,Тверская область,Кимры,8,142
39,2019-04-18,09:46,Тверская область,Кимры,0,143
39,2019-04-18,09:46,Тверская область,Кимры,7,143
39,2019-04-18,09:46,Тверская область,Кимры,8,143
39,2019-04-18,09:46,Тверская область,Кимры,0,144
39,2019-04-18,09:46,Тверская область,Кимры,7,144
39,2019-04-18,09:46,Тверская область,Кимры,8,144
41,2018-07-19,23:31,Кировская область,Малмыж,5,148
41,2018-07-19,23:31,Кировская область,Малмыж,8,148
41,2018-07-19,23:31,Кировская область,Малмыж,6,148
41,2018-07-19,23:31,Кировская область,Малмыж,5,149
41,2018-07-19,23:31,Кировская область,Малмыж,8,149
41,2018-07-19,23:31,Кировская область,Малмыж,6,149
41,2018-07-19,23:31,Кировская область,Малмыж,5,150
41,2018-07-19,23:31,Кировская область,Малмыж,8,150
41,2018-07-19,23:31,Кировская область,Малмыж,6,150
41,2018-07-19,23:31,Кировская область,Малмыж,5,151
41,2018-07-19,23:31,Кировская область,Малмыж,8,151
41,2018-07-19,23:31,Кировская область,Малмыж,6,151
44,2019-10-31,09:12,Тамбовская область,Рассказово,9,159
44,2019-10-31,09:12,Тамбовская область,Рассказово,3,159
44,2019-10-31,09:12,Тамбовская область,Рассказово,9,160
44,2019-10-31,09:12,Тамбовская область,Рассказово,3,160
44,2019-10-31,09:12,Тамбовская область,Рассказово,9,161
44,2019-10-31,09:12,Тамбовская область,Рассказово,3,161
44,2019-10-31,09:12,Тамбовская область,Рассказово,9,162
44,2019-10-31,09:12,Тамбовская область,Рассказово,3,162
45,2019-12-12,07:44,Республика Карелия,Медвежьегорск,0,163
45,2019-12-12,07:44,Республика Карелия,Медвежьегорск,1,163
45,2019-12-12,07:44,Республика Карелия,Медвежьегорск,0,164
45,2019-12-12,07:44,Республика Карелия,Медвежьегорск,1,164
46,2019-07-15,07:25,Республика Башкортостан,Уфа,0,165
46,2019-07-15,07:25,Республика Башкортостан,Уфа,3,165
46,2019-07-15,07:25,Республика Башкортостан,Уфа,0,166
46,2019-07-15,07:25,Республика Башкортостан,Уфа,3,166
46,2019-07-15,07:25,Республика Башкортостан,Уфа,0,167
46,2019-07-15,07:25,Республика Башкортостан,Уфа,3,167
46,2019-07-15,07:25,Республика Башкортостан,Уфа,0,168
46,2019-07-15,07:25,Республика Башкортостан,Уфа,3,168
46,2019-07-15,07:25,Республика Башкортостан,Уфа,0,169
46,2019-07-15,07:25,Республика Башкортостан,Уфа,3,169
47,2019-08-28,10:11,Калужская область,Козельск,1,170
47,2019-08-28,10:11,Калужская область,Козельск,9,170
47,2019-08-28,10:11,Калужская область,Козельск,0,170
47,2019-08-28,10:11,Калужская область,Козельск,1,171
47,2019-08-28,10:11,Калужская область,Козельск,9,171
47,2019-08-28,10:11,Калужская область,Козельск,0,171
47,2019-08-28,10:11,Калужская область,Козельск,1,172
47,2019-08-28,10:11,Калужская область,Козельск,9,172
47,2019-08-28,10:11,Калужская область,Козельск,0,172
49,2019-04-18,12:40,Республика Чечня,Гудермес,4,176
49,2019-04-18,12:40,Республика Чечня,Гудермес,4,177
49,2019-04-18,12:40,Республика Чечня,Гудермес,4,178
49,2019-04-18,12:40,Республика Чечня,Гудермес,4,179
50,2019-05-10,13:03,Ставропольский край,Благодарный,0,180
50,2019-05-10,13:03,Ставропольский край,Благодарный,8,180
50,2019-05-10,13:03,Ставропольский край,Благодарный,0,181
50,2019-05-10,13:03,Ставропольский край,Благодарный,8,181
50,2019-05-10,13:03,Ставропольский край,Благодарный,0,182
50,2019-05-10,13:03,Ставропольский край,Благодарный,8,182
50,2019-05-10,13:03,Ставропольский край,Благодарный,0,183
50,2019-05-10,13:03,Ставропольский край,Благодарный,8,183
51,2020-05-18,11:34,Нижегородская область,Бор,0,184
51,2020-05-18,11:34,Нижегородская область,Бор,7,184
51,2020-05-18,11:34,Нижегородская область,Бор,3,184
51,2020-05-18,11:34,Нижегородская область,Бор,0,185
51,2020-05-18,11:34,Нижегородская область,Бор,7,185
51,2020-05-18,11:34,Нижегородская область,Бор,3,185
51,2020-05-18,11:34,Нижегородская область,Бор,0,186
51,2020-05-18,11:34,Нижегородская область,Бор,7,186
51,2020-05-18,11:34,Нижегородская область,Бор,3,186
51,2020-05-18,11:34,Нижегородская область,Бор,0,187
51,2020-05-18,11:34,Нижегородская область,Бор,7,187
51,2020-05-18,11:34,Нижегородская область,Бор,3,187
52,2019-05-05,11:41,Чувашская Республика,Алатырь,4,188
52,2019-05-05,11:41,Чувашская Республика,Алатырь,4,189
52,2019-05-05,11:41,Чувашская Республика,Алатырь,4,190
52,2019-05-05,11:41,Чувашская Республика,Алатырь,4,191
54,2018-11-23,11:05,Калужская область,Белоусово,0,193
54,2018-11-23,11:05,Калужская область,Белоусово,0,194
55,2019-02-20,19:15,Мурманская область,Полярные Зори,5,195
55,2019-02-20,19:15,Мурманская область,Полярные Зори,8,195
55,2019-02-20,19:15,Мурманская область,Полярные Зори,5,196
55,2019-02-20,19:15,Мурманская область,Полярные Зори,8,196
55,2019-02-20,19:15,Мурманская область,Полярные Зори,5,197
55,2019-02-20,19:15,Мурманская область,Полярные Зори,8,197
55,2019-02-20,19:15,Мурманская область,Полярные Зори,5,198
55,2019-02-20,19:15,Мурманская область,Полярные Зори,8,198
57,2019-12-22,05:16,Пензенская область,Белинский,2,201
57,2019-12-22,05:16,Пензенская область,Белинский,2,202
57,2019-12-22,05:16,Пензенская область,Белинский,2,203
57,2019-12-22,05:16,Пензенская область,Белинский,2,204
57,2019-12-22,05:16,Пензенская область,Белинский,2,205
59,2018-04-16,23:40,Ямало-Ненецкий АО,Ноябрьск,1,208
59,2018-04-16,23:40,Ямало-Ненецкий АО,Ноябрьск,2,208
59,2018-04-16,23:40,Ямало-Ненецкий АО,Ноябрьск,1,209
59,2018-04-16,23:40,Ямало-Ненецкий АО,Ноябрьск,2,209
60,2020-08-22,03:06,Рязанская область,Михайлов,3,210
60,2020-08-22,03:06,Рязанская область,Михайлов,8,210
60,2020-08-22,03:06,Рязанская область,Михайлов,4,210
60,2020-08-22,03:06,Рязанская область,Михайлов,3,211
60,2020-08-22,03:06,Рязанская область,Михайлов,8,211
60,2020-08-22,03:06,Рязанская область,Михайлов,4,211
60,2020-08-22,03:06,Рязанская область,Михайлов,3,212
60,2020-08-22,03:06,Рязанская область,Михайлов,8,212
60,2020-08-22,03:06,Рязанская область,Михайлов,4,212
61,2020-06-16,02:59,Костромская область,Кострома,5,213
61,2020-06-16,02:59,Костромская область,Кострома,5,214
61,2020-06-16,02:59,Костромская область,Кострома,5,215
62,2019-02-03,19:50,Республика Северная Осетия - Алания,Дигора,7,216
62,2019-02-03,19:50,Республика Северная Осетия - Алания,Дигора,7,217
62,2019-02-03,19:50,Республика Северная Осетия - Алания,Дигора,7,218
63,2020-12-24,15:24,Новгородская область,Малая Вишера,2,219
63,2020-12-24,15:24,Новгородская область,Малая Вишера,3,219
63,2020-12-24,15:24,Новгородская область,Малая Вишера,2,220
63,2020-12-24,15:24,Новгородская область,Малая Вишера,3,220
63,2020-12-24,15:24,Новгородская область,Малая Вишера,2,221
63,2020-12-24,15:24,Новгородская область,Малая Вишера,3,221
63,2020-12-24,15:24,Новгородская область,Малая Вишера,2,222
63,2020-12-24,15:24,Новгородская область,Малая Вишера,3,222
63,2020-12-24,15:24,Новгородская область,Малая Вишера,2,223
63,2020-12-24,15:24,Новгородская область,Малая Вишера,3,223
64,2020-05-30,12:50,Архангельская область,Котлас,5,224
64,2020-05-30,12:50,Архангельская область,Котлас,5,225
65,2020-11-25,14:16,Еврейская АО,Облучье,3,226
65,2020-11-25,14:16,Еврейская АО,Облучье,3,227
66,2019-12-26,04:55,Пензенская область,Заречный,4,228
66,2019-12-26,04:55,Пензенская область,Заречный,2,228
66,2019-12-26,04:55,Пензенская область,Заречный,4,229
66,2019-12-26,04:55,Пензенская область,Заречный,2,229
66,2019-12-26,04:55,Пензенская область,Заречный,4,230
66,2019-12-26,04:55,Пензенская область,Заречный,2,230
66,2019-12-26,04:55,Пензенская область,Заречный,4,231
66,2019-12-26,04:55,Пензенская область,Заречный,2,231
67,2019-09-04,17:39,Саратовская область,Новоузенск,3,232
67,2019-09-04,17:39,Саратовская область,Новоузенск,8,232
67,2019-09-04,17:39,Саратовская область,Новоузенск,2,232
67,2019-09-04,17:39,Саратовская область,Новоузенск,3,233
67,2019-09-04,17:39,Саратовская область,Новоузенск,8,233
67,2019-09-04,17:39,Саратовская область,Новоузенск,2,233
67,2019-09-04,17:39,Саратовская область,Новоузенск,3,234
67,2019-09-04,17:39,Саратовская область,Новоузенск,8,234
67,2019-09-04,17:39,Саратовская область,Новоузенск,2,234
67,2019-09-04,17:39,Саратовская область,Новоузенск,3,235
67,2019-09-04,17:39,Саратовская область,Новоузенск,8,235
67,2019-09-04,17:39,Саратовская область,Новоузенск,2,235
67,2019-09-04,17:39,Саратовская область,Новоузенск,3,236
67,2019-09-04,17:39,Саратовская область,Новоузенск,8,236
67,2019-09-04,17:39,Саратовская область,Новоузенск,2,236
69,2018-03-24,04:46,Новгородская область,Валдай,7,241
69,2018-03-24,04:46,Новгородская область,Валдай,5,241
69,2018-03-24,04:46,Новгородская область,Валдай,7,242
69,2018-03-24,04:46,Новгородская область,Валдай,5,242
69,2018-03-24,04:46,Новгородская область,Валдай,7,243
69,2018-03-24,04:46,Новгородская область,Валдай,5,243
72,2019-10-13,06:46,Рязанская область,Кораблино,3,247
72,2019-10-13,06:46,Рязанская область,Кораблино,0,247
72,2019-10-13,06:46,Рязанская область,Кораблино,5,247
72,2019-10-13,06:46,Рязанская область,Кораблино,3,248
72,2019-10-13,06:46,Рязанская область,Кораблино,0,248
72,2019-10-13,06:46,Рязанская область,Кораблино,5,248
72,2019-10-13,06:46,Рязанская область,Кораблино,3,249
72,2019-10-13,06:46,Рязанская область,Кораблино,0,249
72,2019-10-13,06:46,Рязанская область,Кораблино,5,249
72,2019-10-13,06:46,Рязанская область,Кораблино,3,250
72,2019-10-13,06:46,Рязанская область,Кораблино,0,250
72,2019-10-13,06:46,Рязанская область,Кораблино,5,250
74,2019-10-06,23:34,Тульская область,Тула,8,256
74,2019-10-06,23:34,Тульская область,Тула,8,257
74,2019-10-06,23:34,Тульская область,Тула,8,258
76,2020-12-08,14:04,Ленинградская область,Светогорск,5,261
76,2020-12-08,14:04,Ленинградская область,Светогорск,1,261
76,2020-12-08,14:04,Ленинградская область,Светогорск,2,261
76,2020-12-08,14:04,Ленинградская область,Светогорск,5,262
76,2020-12-08,14:04,Ленинградская область,Светогорск,1,262
76,2020-12-08,14:04,Ленинградская область,Светогорск,2,262
77,2020-01-07,13:00,Республика Калмыкия,Элиста,2,263
77,2020-01-07,13:00,Республика Калмыкия,Элиста,8,263
77,2020-01-07,13:00,Республика Калмыкия,Элиста,2,264
77,2020-01-07,13:00,Республика Калмыкия,Элиста,8,264
77,2020-01-07,13:00,Республика Калмыкия,Элиста,2,265
77,2020-01-07,13:00,Республика Калмыкия,Элиста,8,265
79,2020-09-13,08:11,Республика Карелия,Кондопога,7,268
79,2020-09-13,08:11,Республика Карелия,Кондопога,5,268
79,2020-09-13,08:11,Республика Карелия,Кондопога,7,269
79,2020-09-13,08:11,Республика Карелия,Кондопога,5,269
79,2020-09-13,08:11,Республика Карелия,Кондопога,7,270
79,2020-09-13,08:11,Республика Карелия,Кондопога,5,270
79,2020-09-13,08:11,Республика Карелия,Кондопога,7,271
79,2020-09-13,08:11,Республика Карелия,Кондопога,5,271
80,2020-02-26,04:46,Кемеровская область,Берёзовский,3,272
80,2020-02-26,04:46,Кемеровская область,Берёзовский,8,272
80,2020-02-26,04:46,Кемеровская область,Берёзовский,7,272
80,2020-02-26,04:46,Кемеровская область,Берёзовский,3,273
80,2020-02-26,04:46,Кемеровская область,Берёзовский,8,273
80,2020-02-26,04:46,Кемеровская область,Берёзовский,7,273
82,2019-10-06,20:12,Омская область,Калачинск,5,276
82,2019-10-06,20:12,Омская область,Калачинск,5,277
82,2019-10-06,20:12,Омская область,Калачинск,5,278
82,2019-10-06,20:12,Омская область,Калачинск,5,279
83,2019-10-05,04:20,Красноярский край,Лесосибирск,2,280
83,2019-10-05,04:20,Красноярский край,Лесосибирск,7,280
83,2019-10-05,04:20,Красноярский край,Лесосибирск,2,281
83,2019-10-05,04:20,Красноярский край,Лесосибирск,7,281
85,2020-05-03,13:51,Кемеровская область,Прокопьевск,5,285
85,2020-05-03,13:51,Кемеровская область,Прокопьевск,5,286
85,2020-05-03,13:51,Кемеровская область,Прокопьевск,5,287
85,2020-05-03,13:51,Кемеровская область,Прокопьевск,5,288
85,2020-05-03,13:51,Кемеровская область,Прокопьевск,5,289
86,2019-03-30,00:49,Свердловская область,Сухой Лог,9,290
86,2019-03-30,00:49,Свердловская область,Сухой Лог,9,291
86,2019-03-30,00:49,Свердловская область,Сухой Лог,9,292
86,2019-03-30,00:49,Свердловская область,Сухой Лог,9,293
86,2019-03-30,00:49,Свердловская область,Сухой Лог,9,294
87,2018-09-20,03:23,Сахалинская область,Оха,3,295
87,2018-09-20,03:23,Сахалинская область,Оха,0,295
87,2018-09-20,03:23,Сахалинская область,Оха,9,295
87,2018-09-20,03:23,Сахалинская область,Оха,3,296
87,2018-09-20,03:23,Сахалинская область,Оха,0,296
87,2018-09-20,03:23,Сахалинская область,Оха,9,296
88,2020-01-07,23:28,Вологодская область,Грязовец,4,297
88,2020-01-07,23:28,Вологодская область,Грязовец,4,298
88,2020-01-07,23:28,Вологодская область,Грязовец,4,299
90,2020-12-31,23:48,Брянская область,Сураж,4,301
90,2020-12-31,23:48,Брянская область,Сураж,9,301
90,2020-12-31,23:48,Брянская область,Сураж,4,302
90,2020-12-31,23:48,Брянская область,Сураж,9,302
91,2018-07-09,22:04,Ульяновская область,Инза,0,303
91,2018-07-09,22:04,Ульяновская область,Инза,8,303
91,2018-07-09,22:04,Ульяновская область,Инза,0,304
91,2018-07-09,22:04,Ульяновская область,Инза,8,304
96,2018-08-07,12:33,Магаданская область,Магадан,9,319
96,2018-08-07,12:33,Магаданская область,Магадан,6,319
96,2018-08-07,12:33,Магаданская область,Магадан,2,319
96,2018-08-07,12:33,Магаданская область,Магадан,9,320
96,2018-08-07,12:33,Магаданская область,Магадан,6,320
96,2018-08-07,12:33,Магаданская область,Магадан,2,320
96,2018-08-07,12:33,Магаданская область,Магадан,9,321
96,2018-08-07,12:33,Магаданская область,Магадан,6,321
96,2018-08-07,12:33,Магаданская область,Магадан,2,321
96,2018-08-07,12:33,Магаданская область,Магадан,9,322
96,2018-08-07,12:33,Магаданская область,Магадан,6,322
96,2018-08-07,12:33,Магаданская область,Магадан,2,322
98,2019-10-18,17:36,Архангельская область,Онега,8,328
98,2019-10-18,17:36,Архангельская область,Онега,1,328
98,2019-10-18,17:36,Архангельская область,Онега,8,329
98,2019-10-18,17:36,Архангельская область,Онега,1,329
98,2019-10-18,17:36,Архангельская область,Онега,8,330
98,2019-10-18,17:36,Архангельская область,Онега,1,330
100,2018-07-10,18:17,Орловская область,Болхов,3,333
100,2018-07-10,18:17,Орловская область,Болхов,2,333
100,2018-07-10,18:17,Орловская область,Болхов,7,333
